18																	
0.9125	0.9125	0.9125	0.9125	0.9125	0.9125	0.925	0.94	0.973	0.998	1.023	1.048	1.062	1.077	1.115	1.15375	1.191	1.241
200000000	300000000	400000000	500000000	600000000	700000000	800000000	900000000	1000000000	1100000000	1200000000	1300000000	1400000000	1500000000	1600000000	1700000000	1800000000	1900000000
0.122	0.165	0.208	0.252	0.292	0.337	0.39	0.45	0.528	0.61	0.702	0.797	0.878	0.99	1.14	1.318	1.52E+000	1.796	2.25
