1	1	1
1.9999985718	1.9999805321	1.3533329919
2.9767399842	2.9766600606	1.3533329919
3.999991431	3.3832045393	1.3533329919
4.9230631316	3.3832045393	1.3533329919
5.9534673135	3.3832045393	1.3533329919
6.9188896756	3.3832045393	1.3533329919
7.9999600117	3.3832045393	1.3533329919
8.8275368651	3.3832045393	1.3533329919
9.8460916497	3.3832045393	1.3533329919
10.6665930375	3.3832045393	1.3533329919
11.6362752563	3.3832045393	1.3533329919
12.7998921462	3.3832045393	1.3533329919
13.4735641986	3.3832045393	1.3533329919
14.222087941	3.3832045393	1.3533329919
15.9998286225	3.3832045393	1.3533329919
15.9998286225	3.3832045393	1.3533329919
17.0664708648	3.3832045393	1.3533329919
18.2854885807	3.3832045393	1.3533329919
19.6920448465	3.3832045393	1.3533329919
19.6920448465	3.3832045393	1.3533329919
21.3330235855	3.3832045393	1.3533329919
21.3330235855	3.3832045393	1.3533329919
23.2723571369	3.3832045393	1.3533329919
23.2723571369	3.3832045393	1.3533329919
25.5995503084	3.3832045393	1.3533329919
25.5995503084	3.3832045393	1.3533329919
25.5995503084	3.3832045393	1.3533329919
28.443887014	3.3832045393	1.3533329919
28.443887014	3.3832045393	1.3533329919
28.443887014	3.3832045393	1.3533329919
31.9992916476	3.3832045393	1.3533329919
31.9992916476	3.3832045393	1.3533329919
31.9992916476	3.3832045393	1.3533329919
31.9992916476	3.3832045393	1.3533329919
31.9992916476	3.3832045393	1.3533329919
36.5704996488	3.3832045393	1.3533329919
36.5704996488	3.3832045393	1.3533329919
36.5704996488	3.3832045393	1.3533329919
36.5704996488	3.3832045393	1.3533329919
36.5704996488	3.3832045393	1.3533329919
36.5704996488	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
42.6653972275	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
51.1981647069	3.3832045393	1.3533329919
63.9971209559	3.3832045393	1.3533329919
