18
0.88	0.89	0.9	0.91	0.92	0.93	0.94	0.95	0.96	0.97	0.98	0.99	1	1.01	1.02	1.03	1.04	1.05
73000000	76000000	78000000	81000000	83000000	85000000	89000000	90000000	93000000	94000000	97000000	99000000	100000000	102000000	103000000	104000000	106000000	107000000
0.218656	0.23852	0.244841	0.249213	0.26245	0.279541	0.288201	0.29268	0.306957	0.31481	0.332974	0.333028	0.343552	0.359667	0.36382	0.370698	0.382931	0.403129
